title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,rpe
Arm Blaster,"Mar 11, 2026, 8:33 PM","Mar 11, 2026, 9:02 PM",,Bicep Curl (Dumbbell),1.0,,0,normal,25.0,12.0,,,
Arm Blaster,"Mar 11, 2026, 8:33 PM","Mar 11, 2026, 9:02 PM",,Bicep Curl (Dumbbell),1.0,,1,normal,30.0,10.0,,,
Arm Blaster,"Mar 11, 2026, 8:33 PM","Mar 11, 2026, 9:02 PM",,Triceps Extension (Dumbbell),1.0,,0,normal,30.0,12.0,,,
Arm Blaster,"Mar 11, 2026, 8:33 PM","Mar 11, 2026, 9:02 PM",,Triceps Extension (Dumbbell),1.0,,1,normal,35.0,12.0,,,
Arm Blaster,"Mar 11, 2026, 8:33 PM","Mar 11, 2026, 9:02 PM",,Hammer Curl (Dumbbell),2.0,,0,normal,15.0,10.0,,,
Arm Blaster,"Mar 11, 2026, 8:33 PM","Mar 11, 2026, 9:02 PM",,Hammer Curl (Dumbbell),2.0,,1,normal,20.0,10.0,,,
Arm Blaster,"Mar 11, 2026, 8:33 PM","Mar 11, 2026, 9:02 PM",,Triceps Kickback (Dumbbell),2.0,,0,normal,15.0,10.0,,,
Arm Blaster,"Mar 11, 2026, 8:33 PM","Mar 11, 2026, 9:02 PM",,Triceps Kickback (Dumbbell),2.0,,1,normal,20.0,10.0,,,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Bench Press (Barbell),,,0,normal,90.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Bench Press (Barbell),,,1,normal,110.0,6.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Bench Press (Barbell),,,2,normal,130.0,5.0,,0.0,7.0
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Hex Press (Dumbbell),,Barbeel,0,normal,20.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Hex Press (Dumbbell),,Barbeel,1,normal,25.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Hex Press (Dumbbell),,Barbeel,2,normal,25.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Incline Bench Press (Dumbbell),,,0,normal,110.0,7.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Incline Bench Press (Dumbbell),,,1,normal,120.0,6.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Incline Bench Press (Dumbbell),,,2,normal,140.0,6.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Cable Fly Crossovers,,,0,normal,27.5,11.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Cable Fly Crossovers,,,1,normal,30.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Cable Fly Crossovers,,,2,normal,35.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Triceps Pushdown,,,0,normal,60.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Triceps Pushdown,,,1,normal,65.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Triceps Pushdown,,,2,normal,70.0,7.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Overhead Triceps Extension (Cable),,,0,normal,30.0,8.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Overhead Triceps Extension (Cable),,,1,normal,30.0,7.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Overhead Triceps Extension (Cable),,,2,normal,30.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Triceps Kickback (Cable),,,0,normal,5.0,12.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Triceps Kickback (Cable),,,1,normal,10.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Triceps Kickback (Cable),,,2,normal,15.0,10.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Push Up,,,0,normal,,20.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Push Up,,,1,normal,,15.0,,0.0,
Chest and tricep,"Mar 7, 2026, 7:15 PM","Mar 7, 2026, 7:45 PM",,Push Up,,,2,normal,,7.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Incline Bench Press (Barbell),,,0,normal,45.0,8.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Incline Bench Press (Barbell),,,1,normal,45.0,6.0,,0.0,8.5
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Incline Bench Press (Barbell),,,2,normal,55.0,6.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Incline Bench Press (Barbell),,,3,normal,55.0,6.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Around The World,,,0,normal,8.0,10.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Around The World,,,1,normal,10.0,10.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Around The World,,,2,normal,15.0,8.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Back Extension (Weighted Hyperextension),,,0,normal,,10.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Back Extension (Weighted Hyperextension),,,1,normal,25.0,10.0,,0.0,7.0
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Back Extension (Weighted Hyperextension),,,2,normal,25.0,10.0,,0.0,7.0
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Romanian Deadlift (Dumbbell),,,0,normal,25.0,10.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Romanian Deadlift (Dumbbell),,,1,normal,25.0,9.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Romanian Deadlift (Dumbbell),,,2,normal,25.0,10.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Dumbbell Squeeze Press,,,0,normal,15.0,10.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Dumbbell Squeeze Press,,,1,normal,20.0,10.0,,0.0,
Missing workouts,"Mar 4, 2026, 7:15 PM","Mar 4, 2026, 7:43 PM",,Dumbbell Squeeze Press,,,2,normal,25.0,10.0,,0.0,10.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Warm Up,,,0,normal,,0.0,,300.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,EZ Bar Biceps Curl,0.0,,0,normal,30.0,15.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,EZ Bar Biceps Curl,0.0,,1,normal,40.0,8.0,,0.0,6.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,EZ Bar Biceps Curl,0.0,,2,normal,45.0,8.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Shoulder Press (Dumbbell),0.0,,0,normal,45.0,8.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Shoulder Press (Dumbbell),0.0,,1,normal,40.0,8.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Shoulder Press (Dumbbell),0.0,,2,normal,45.0,8.0,,0.0,7.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Bicep Curl (Dumbbell),1.0,,0,normal,25.0,10.0,,0.0,6.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Bicep Curl (Dumbbell),1.0,,1,normal,30.0,10.0,,0.0,7.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Front Raise (Dumbbell),1.0,,0,normal,15.0,10.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Front Raise (Dumbbell),1.0,,1,normal,17.5,8.0,,0.0,9.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Concentration Curl,2.0,,0,normal,15.0,10.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Concentration Curl,2.0,,1,normal,20.0,10.0,,0.0,6.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Concentration Curl,2.0,,2,normal,25.5,8.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Seated Lateral Raise (Dumbbell),2.0,,0,normal,15.0,10.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Seated Lateral Raise (Dumbbell),2.0,,1,normal,17.5,10.0,,0.0,7.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Seated Lateral Raise (Dumbbell),2.0,,2,normal,22.5,6.0,,0.0,10.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Rear Delt Reverse Fly (Machine),,,0,normal,120.0,10.0,,0.0,
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Rear Delt Reverse Fly (Machine),,,1,normal,140.0,8.0,,0.0,10.0
Arm Blaster,"Mar 3, 2026, 8:08 PM","Mar 3, 2026, 8:40 PM",,Rear Delt Reverse Fly (Machine),,,2,normal,140.0,6.0,,0.0,7.0
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Lat Pulldown (Cable),,,0,normal,130.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Lat Pulldown (Cable),,,1,normal,160.0,8.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Lat Pulldown (Cable),,,2,normal,160.0,8.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Lat Pulldown (Cable),,,3,normal,175.0,6.0,,0.0,10.0
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Dumbbell Row,,,0,normal,55.0,12.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Dumbbell Row,,,1,normal,55.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Dumbbell Row,,,2,normal,55.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Dumbbell Row,,,3,normal,55.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Iso-Lateral High Row (Machine),,,0,normal,90.0,10.0,,0.0,6.0
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Iso-Lateral High Row (Machine),,,1,normal,115.5,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Iso-Lateral High Row (Machine),,,2,normal,135.0,8.0,,0.0,7.5
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Iso-Lateral High Row (Machine),,,3,normal,160.0,5.0,,0.0,10.0
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Seated Cable Row - V Grip (Cable),,,0,normal,115.0,8.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Seated Cable Row - V Grip (Cable),,,1,normal,130.0,8.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Seated Cable Row - V Grip (Cable),,,2,normal,130.0,8.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Seated Cable Row - V Grip (Cable),,,3,normal,130.0,8.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Behind the Back Curl (Cable),0.0,,0,normal,10.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Behind the Back Curl (Cable),0.0,,1,normal,10.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Behind the Back Curl (Cable),0.0,,2,normal,10.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Hammer Curl (Dumbbell),0.0,,0,normal,15.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Hammer Curl (Dumbbell),0.0,,1,normal,15.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Hammer Curl (Dumbbell),0.0,,2,normal,15.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Shrug (Dumbbell),,,0,normal,65.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Shrug (Dumbbell),,,1,normal,70.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Shrug (Dumbbell),,,2,normal,75.0,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Back Extension (Weighted Hyperextension),,,0,normal,,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Back Extension (Weighted Hyperextension),,,1,normal,,10.0,,0.0,
Black and bicep,"Mar 2, 2026, 7:16 PM","Mar 2, 2026, 8:03 PM",,Back Extension (Weighted Hyperextension),,,2,normal,,10.0,,0.0,7.0
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Treadmill,,,0,normal,,,,1200.0,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Lunge (Barbell),,,0,normal,25.0,9.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Lunge (Barbell),,,1,normal,45.0,7.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Lunge (Barbell),,,2,normal,55.0,6.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Leg Press (Machine),,,0,normal,360.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Leg Press (Machine),,,1,normal,450.0,7.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Leg Press (Machine),,,2,normal,540.0,5.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Leg Press (Machine),,,3,normal,540.0,5.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Shoulder Press (Machine Plates),,,0,normal,45.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Shoulder Press (Machine Plates),,,1,normal,70.0,8.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Shoulder Press (Machine Plates),,,2,normal,80.0,6.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Seated Lateral Raise (Dumbbell),0.0,,0,normal,12.0,12.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Seated Lateral Raise (Dumbbell),0.0,,1,normal,17.5,8.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Seated Lateral Raise (Dumbbell),0.0,,2,normal,20.0,6.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Front Raise (Dumbbell),0.0,,0,normal,15.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Front Raise (Dumbbell),0.0,,1,normal,17.5,8.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Front Raise (Dumbbell),0.0,,2,normal,17.5,8.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Rear Delt Reverse Fly (Machine),,,0,normal,100.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Rear Delt Reverse Fly (Machine),,,1,normal,140.0,7.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Rear Delt Reverse Fly (Machine),,,2,normal,140.0,6.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Leg Extension (Machine),,,0,normal,170.0,8.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Leg Extension (Machine),,,1,normal,190.0,8.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Leg Extension (Machine),,,2,normal,220.0,6.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Lying Leg Curl (Machine),,,0,normal,25.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Lying Leg Curl (Machine),,,1,normal,25.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Lying Leg Curl (Machine),,,2,normal,25.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Single Leg Standing Calf Raise (Machine),,,0,normal,45.0,15.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Single Leg Standing Calf Raise (Machine),,,1,normal,45.0,12.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Single Leg Standing Calf Raise (Machine),,,2,normal,45.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Shrug (Machine),,,0,normal,45.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Shrug (Machine),,,1,normal,90.0,10.0,,,
Shoulder and leg,"Feb 27, 2026, 7:25 PM","Feb 27, 2026, 8:44 PM",,Shrug (Machine),,,2,normal,90.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Treadmill,,,0,normal,,,,600.0,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Bench Press (Barbell),,,0,normal,90.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Bench Press (Barbell),,,1,normal,110.0,8.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Bench Press (Barbell),,,2,normal,130.0,5.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Bench Press (Barbell),,,3,normal,130.0,5.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Incline Bench Press (Barbell),,,0,normal,45.0,8.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Incline Bench Press (Barbell),,,1,normal,55.0,6.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Incline Bench Press (Barbell),,,2,normal,55.0,6.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Iso-Lateral Chest Press (Machine),,,0,normal,25.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Iso-Lateral Chest Press (Machine),,,1,normal,45.0,8.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Iso-Lateral Chest Press (Machine),,,2,normal,55.0,8.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Chest Fly (Machine),,,0,normal,120.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Chest Fly (Machine),,,1,normal,160.0,6.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Chest Fly (Machine),,,2,normal,160.0,6.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Cable Fly Crossovers,,,0,normal,27.5,11.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Cable Fly Crossovers,,,1,normal,30.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Cable Fly Crossovers,,,2,normal,35.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Triceps Pushdown,0.0,,0,normal,60.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Triceps Pushdown,0.0,,1,normal,65.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Triceps Pushdown,0.0,,2,normal,70.0,7.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Overhead Triceps Extension (Cable),0.0,,0,normal,30.0,8.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Overhead Triceps Extension (Cable),0.0,,1,normal,30.0,7.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Overhead Triceps Extension (Cable),0.0,,2,normal,30.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Skullcrusher (Dumbbell),,,0,normal,22.5,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Skullcrusher (Dumbbell),,,1,normal,22.5,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Skullcrusher (Dumbbell),,,2,normal,40.0,10.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Crunch,,,0,normal,,15.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Crunch,,,1,normal,,15.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Crunch,,,2,normal,,15.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Crunch,,,3,normal,,13.0,,,
Chest and tricep,"Feb 22, 2026, 7:03 PM","Feb 22, 2026, 7:51 PM",,Treadmill,,,0,normal,,,,900.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Lunge (Barbell),,,0,normal,25.0,9.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Lunge (Barbell),,,1,normal,45.0,7.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Lunge (Barbell),,,2,normal,55.0,6.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Leg Press (Machine),,,0,normal,360.0,10.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Leg Press (Machine),,,1,normal,450.0,7.0,,0.0,9.0
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Leg Press (Machine),,,2,normal,540.0,5.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Leg Press (Machine),,,3,normal,540.0,5.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Shoulder Press (Machine Plates),,,0,normal,45.0,10.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Shoulder Press (Machine Plates),,,1,normal,70.0,8.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Shoulder Press (Machine Plates),,,2,normal,80.0,6.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Seated Lateral Raise (Dumbbell),0.0,,0,normal,12.0,12.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Seated Lateral Raise (Dumbbell),0.0,,1,normal,17.5,8.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Seated Lateral Raise (Dumbbell),0.0,,2,normal,20.0,6.0,,0.0,
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Front Raise (Dumbbell),0.0,,0,normal,15.0,10.0,,0.0,8.5
Shoulder and leg,"Feb 18, 2026, 8:54 PM","Feb 18, 2026, 9:55 PM",,Front Raise (Dumbbell),0.0,,1,normal,17.5,8.0,,0.0,
